name/season,shots,top-speed,duels-won,aerial-duels-won,crosses,fouls,distance,sprints,intensive-runs
alassane-plea_2021/2022,62.0,32.82,212.0,17.0,18.0,21.0,229.5,433.0,1442.0
karim-onisiwo_2021/2022,62.0,34.51,340.0,68.0,36.0,40.0,271.7,767.0,1997.0
andre-silva_2021/2022,58.0,33.46,235.0,37.0,6.0,21.0,238.3,602.0,1592.0
lucas-holer_2021/2022,58.0,33.6,437.0,133.0,25.0,36.0,325.3,741.0,2332.0
thomas-muller_2021/2022,56.0,33.24,275.0,41.0,65.0,10.0,319.4,605.0,2044.0
jonas-hofmann_2021/2022,56.0,33.38,176.0,5.0,18.0,20.0,264.8,703.0,1844.0
moussa-diaby_2021/2022,56.0,35.99,208.0,3.0,55.0,35.0,296.7,861.0,1951.0
filip-kostic_2021/2022,55.0,33.89,236.0,15.0,186.0,14.0,297.7,802.0,2047.0
rafael-borre_2021/2022,55.0,33.35,274.0,55.0,19.0,40.0,305.7,845.0,2138.0
jesper-lindstrom_2021/2022,55.0,34.91,186.0,7.0,27.0,18.0,247.7,918.0,2133.0
patrick-wimmer_2021/2022,55.0,34.65,404.0,51.0,23.0,44.0,239.4,664.0,1589.0
sebastian-polter_2021/2022,55.0,33.69,281.0,133.0,9.0,71.0,262.6,651.0,1654.0
lukas-nmecha_2021/2022,54.0,34.52,202.0,39.0,18.0,29.0,199.2,467.0,1372.0
omar-marmoush_2021/2022,52.0,34.92,236.0,32.0,13.0,31.0,183.8,569.0,1311.0
max-kruse_2021/2022,51.0,31.15,176.0,28.0,46.0,6.0,266.9,572.0,1794.0
anton-stach_2021/2022,51.0,34.01,291.0,66.0,11.0,34.0,247.9,492.0,1525.0
marco-reus_2021/2022,50.0,31.97,262.0,13.0,12.0,20.0,309.5,839.0,2391.0
georginio-rutter_2021/2022,50.0,34.05,252.0,47.0,16.0,36.0,193.8,563.0,1420.0
florian-neuhaus_2021/2022,49.0,33.32,272.0,15.0,10.0,14.0,268.5,333.0,1494.0
wooyeong-jeong_2021/2022,49.0,34.47,133.0,17.0,27.0,10.0,243.3,736.0,1974.0
kingsley-coman_2021/2022,48.0,35.31,186.0,11.0,68.0,8.0,159.4,455.0,1121.0
donyell-malen_2021/2022,48.0,34.71,168.0,9.0,18.0,9.0,189.0,430.0,1222.0
christoph-baumgartner_2021/2022,48.0,33.19,249.0,48.0,29.0,39.0,244.2,461.0,1640.0
breel-embolo_2021/2022,48.0,34.69,322.0,38.0,2.0,39.0,216.7,569.0,1432.0
stevan-jovetic_2021/2022,47.0,32.14,111.0,26.0,4.0,8.0,127.4,266.0,890.0
gerrit-holtmann_2021/2022,47.0,35.17,172.0,6.0,53.0,22.0,196.4,643.0,1340.0
wataru-endo_2021/2022,46.0,32.3,448.0,91.0,9.0,29.0,351.1,626.0,2453.0
andre-hahn_2021/2022,46.0,33.11,238.0,69.0,35.0,51.0,268.6,601.0,1629.0
roland-sallai_2021/2022,45.0,33.49,165.0,22.0,44.0,30.0,194.4,499.0,1405.0
marco-richter_2021/2022,45.0,32.47,193.0,10.0,31.0,26.0,212.4,538.0,1447.0
ihlas-bebou_2021/2022,45.0,35.11,234.0,54.0,42.0,25.0,256.2,750.0,2019.0
leon-goretzka_2021/2022,44.0,32.72,157.0,33.0,7.0,14.0,170.8,326.0,1023.0
jamie-leweling_2021/2022,44.0,34.01,249.0,17.0,29.0,15.0,236.4,614.0,1687.0
daniel-caligiuri_2021/2022,44.0,33.61,266.0,34.0,35.0,32.0,236.5,552.0,1612.0
emil-forsberg_2021/2022,43.0,33.16,159.0,11.0,9.0,11.0,207.1,318.0,1148.0
jude-bellingham_2021/2022,42.0,32.92,433.0,35.0,7.0,38.0,333.8,917.0,2626.0
dominik-szoboszlai_2021/2022,42.0,33.95,170.0,20.0,31.0,14.0,188.2,492.0,1281.0
jamal-musiala_2021/2022,41.0,32.55,244.0,7.0,3.0,16.0,190.6,402.0,1297.0
michael-gregoritsch_2021/2022,41.0,31.52,204.0,103.0,8.0,17.0,164.0,534.0,1258.0
ruben-vargas_2021/2022,41.0,35.46,190.0,15.0,33.0,30.0,232.6,677.0,1643.0
lars-stindl_2021/2022,40.0,31.59,160.0,23.0,6.0,28.0,209.6,293.0,1291.0
maximilian-arnold_2021/2022,40.0,32.77,253.0,38.0,27.0,46.0,374.8,450.0,2109.0
kerem-demirbay_2021/2022,40.0,33.66,242.0,11.0,21.0,33.0,262.5,459.0,1775.0
ondrej-duda_2021/2022,40.0,32.82,195.0,18.0,9.0,37.0,220.0,408.0,1717.0
florian-kainz_2021/2022,39.0,31.63,254.0,20.0,103.0,35.0,281.7,762.0,2118.0
eduard-lowen_2021/2022,39.0,31.99,158.0,31.0,27.0,18.0,181.3,360.0,1262.0
wout-weghorst_2021/2022,38.0,31.97,186.0,54.0,3.0,12.0,189.3,488.0,1401.0
nico-schlotterbeck_2021/2022,38.0,33.59,394.0,128.0,8.0,32.0,294.3,491.0,1504.0
fabian-klos_2021/2022,38.0,32.17,241.0,136.0,17.0,29.0,165.3,409.0,1143.0
sheraldo-becker_2021/2022,38.0,36.39,151.0,15.0,107.0,22.0,208.7,718.0,1636.0
florian-wirtz_2021/2022,36.0,35.2,240.0,8.0,18.0,16.0,239.9,684.0,1830.0
amine-adli_2021/2022,36.0,34.72,192.0,18.0,15.0,22.0,161.8,496.0,1166.0
daichi-kamada_2021/2022,35.0,32.79,197.0,11.0,13.0,22.0,277.6,517.0,1774.0
ridle-baku_2021/2022,35.0,34.27,290.0,30.0,55.0,25.0,285.3,881.0,2248.0
masaya-okugawa_2021/2022,35.0,33.73,223.0,22.0,10.0,20.0,331.9,777.0,2580.0
sasa-kalajdzic_2021/2022,35.0,32.36,200.0,83.0,2.0,10.0,141.6,263.0,922.0
grischa-promel_2021/2022,35.0,32.57,259.0,42.0,6.0,36.0,335.7,645.0,2385.0
elvis-rexhbecaj_2021/2022,34.0,32.99,239.0,34.0,23.0,30.0,320.7,467.0,1805.0
alessandro-schopf_2021/2022,34.0,32.8,301.0,31.0,23.0,28.0,333.9,603.0,2271.0
sebastian-andersson_2021/2022,34.0,31.46,147.0,66.0,9.0,21.0,149.4,303.0,988.0
robin-hack_2021/2022,33.0,33.88,170.0,11.0,21.0,13.0,182.6,461.0,1420.0
suat-serdar_2021/2022,33.0,32.28,343.0,19.0,4.0,37.0,261.2,460.0,1516.0
julian-brandt_2021/2022,33.0,32.39,207.0,17.0,36.0,11.0,268.4,641.0,1923.0
ishak-belfodil_2021/2022,33.0,33.43,177.0,43.0,10.0,18.0,182.5,374.0,1011.0
andi-zeqiri_2021/2022,33.0,31.58,98.0,18.0,6.0,18.0,131.9,352.0,1011.0
jonas-wind_2021/2022,33.0,30.87,181.0,64.0,4.0,14.0,135.6,191.0,798.0
takuma-asano_2021/2022,32.0,35.21,144.0,12.0,26.0,14.0,203.3,705.0,1617.0
nicolas-hofler_2021/2022,32.0,32.86,345.0,65.0,6.0,45.0,329.9,557.0,1889.0
raphael-guerreiro_2021/2022,32.0,31.77,150.0,12.0,18.0,12.0,214.1,435.0,1363.0
joshua-kimmich_2021/2022,31.0,31.91,288.0,31.0,15.0,18.0,342.7,524.0,2202.0
marcus-thuram_2021/2022,31.0,34.64,164.0,26.0,3.0,12.0,106.2,272.0,736.0
anthony-losilla_2021/2022,31.0,31.38,376.0,143.0,7.0,48.0,370.6,475.0,2178.0
munas-dabbur_2021/2022,31.0,31.2,162.0,21.0,5.0,24.0,161.6,313.0,1049.0
chris-fuhrich_2021/2022,31.0,34.41,196.0,5.0,19.0,9.0,204.0,548.0,1436.0
konstantinos-mavropanos_2021/2022,30.0,35.65,364.0,125.0,4.0,18.0,290.0,484.0,1405.0
leandro-barreiro_2021/2022,30.0,33.53,201.0,31.0,6.0,40.0,241.0,564.0,2136.0
florian-niederlechner_2021/2022,30.0,32.59,114.0,26.0,2.0,13.0,146.5,318.0,989.0
ramy-bensebaini_2021/2022,30.0,33.15,283.0,67.0,13.0,32.0,222.7,503.0,1346.0
kristijan-jakic_2021/2022,30.0,31.29,212.0,40.0,4.0,29.0,249.4,489.0,1647.0
ajdin-hrustic_2021/2022,29.0,33.63,87.0,4.0,8.0,15.0,134.8,249.0,1004.0
christopher-antwi-adjei_2021/2022,29.0,34.33,117.0,13.0,21.0,14.0,129.8,401.0,938.0
andreas-voglsammer_2021/2022,29.0,34.61,131.0,39.0,14.0,14.0,118.4,242.0,718.0
dejan-ljubicic_2021/2022,29.0,34.9,184.0,11.0,54.0,28.0,266.6,788.0,2202.0
goncalo-paciencia_2021/2022,29.0,29.84,85.0,17.0,6.0,8.0,67.9,97.0,432.0
niko-gieselmann_2021/2022,28.0,32.63,152.0,30.0,51.0,18.0,269.1,440.0,1644.0
genki-haraguchi_2021/2022,28.0,33.05,187.0,23.0,13.0,28.0,228.6,564.0,1657.0
philipp-forster_2021/2022,28.0,31.66,103.0,9.0,5.0,14.0,129.1,286.0,957.0
robert-andrich_2021/2022,28.0,32.83,191.0,40.0,5.0,38.0,234.4,385.0,1438.0
kouadio-kone_2021/2022,28.0,32.77,361.0,30.0,2.0,36.0,270.2,390.0,1852.0
tiago-tomas_2021/2022,28.0,35.58,118.0,8.0,14.0,7.0,129.5,349.0,871.0
matthias-ginter_2021/2022,27.0,31.91,229.0,91.0,15.0,8.0,263.7,349.0,1219.0
yussuf-poulsen_2021/2022,27.0,33.85,173.0,43.0,6.0,20.0,129.8,378.0,974.0
karim-bellarabi_2021/2022,27.0,34.95,68.0,2.0,16.0,19.0,84.5,270.0,651.0
marcus-ingvartsen_2021/2022,26.0,32.11,106.0,26.0,5.0,16.0,111.6,320.0,957.0
aster-vranckx_2021/2022,26.0,30.85,159.0,15.0,8.0,40.0,144.9,290.0,1080.0
mahmoud-dahoud_2021/2022,25.0,32.01,192.0,15.0,7.0,20.0,219.7,290.0,1372.0
borna-sosa_2021/2022,25.0,34.11,242.0,27.0,107.0,12.0,277.8,531.0,1581.0
jae-sung-lee_2021/2022,25.0,32.49,188.0,34.0,15.0,19.0,192.2,482.0,1592.0
ermedin-demirovic_2021/2022,25.0,34.17,102.0,21.0,5.0,26.0,112.5,374.0,863.0
milos-pantovic_2021/2022,24.0,33.87,158.0,19.0,29.0,23.0,208.0,469.0,1538.0
paulinho_2021/2022,24.0,35.49,161.0,7.0,9.0,9.0,148.1,407.0,1098.0
havard-nielsen_2021/2022,24.0,34.47,202.0,80.0,1.0,24.0,178.0,281.0,1027.0
timothy-tillman_2021/2022,24.0,32.8,254.0,17.0,10.0,36.0,258.0,586.0,1878.0
silvan-widmer_2021/2022,24.0,34.34,274.0,54.0,47.0,37.0,348.6,976.0,2800.0
david-raum_2021/2022,24.0,34.78,308.0,36.0,188.0,23.0,356.2,1063.0,2676.0
christian-gunter_2021/2022,24.0,34.17,184.0,17.0,95.0,35.0,362.6,791.0,2013.0
vladimir-darida_2021/2022,24.0,32.39,194.0,13.0,28.0,20.0,249.3,516.0,2034.0
maximilian-eggestein_2021/2022,24.0,31.49,267.0,62.0,10.0,29.0,283.2,438.0,1855.0
davie-selke_2021/2022,24.0,33.07,138.0,69.0,6.0,29.0,123.0,280.0,772.0
jean-paul-boetius_2021/2022,24.0,32.87,236.0,8.0,13.0,20.0,234.2,503.0,1638.0
janni-serra_2021/2022,23.0,33.01,144.0,75.0,1.0,15.0,141.6,258.0,917.0
salih-ozcan_2021/2022,23.0,33.64,327.0,72.0,18.0,37.0,277.8,464.0,1617.0
dodi-lukebakio_2021/2022,23.0,34.4,144.0,17.0,13.0,16.0,121.8,332.0,830.0
lucas-alario_2021/2022,23.0,32.75,80.0,22.0,1.0,9.0,79.5,158.0,478.0
evan-ndicka_2021/2022,22.0,34.53,353.0,131.0,6.0,43.0,343.0,644.0,1898.0
thorgan-hazard_2021/2022,22.0,32.54,147.0,21.0,26.0,23.0,179.1,465.0,1448.0
christopher-trimmel_2021/2022,22.0,34.13,211.0,39.0,58.0,26.0,235.3,534.0,1444.0
waldemar-anton_2021/2022,22.0,33.29,261.0,84.0,6.0,29.0,299.6,535.0,1828.0
ellyes-skhiri_2021/2022,22.0,33.1,242.0,40.0,4.0,17.0,253.9,459.0,1644.0
lucas-tousart_2021/2022,22.0,33.38,274.0,50.0,7.0,32.0,265.4,373.0,1639.0
marius-wolf_2021/2022,21.0,34.11,121.0,11.0,18.0,17.0,174.8,473.0,1290.0
marcel-sabitzer_2021/2022,21.0,33.0,115.0,16.0,13.0,17.0,133.4,287.0,1007.0
willi-orban_2021/2022,21.0,32.47,269.0,123.0,4.0,12.0,294.2,387.0,1340.0
nordi-mukiele_2021/2022,21.0,34.03,251.0,58.0,30.0,20.0,211.0,528.0,1459.0
dani-olmo_2021/2022,21.0,31.73,114.0,7.0,5.0,4.0,89.3,175.0,595.0
alphonso-davies_2021/2022,20.0,36.08,266.0,16.0,35.0,14.0,216.9,703.0,1629.0
joe-scally_2021/2022,20.0,33.4,208.0,25.0,29.0,26.0,245.5,597.0,1715.0
roberto-massimo_2021/2022,20.0,34.84,82.0,7.0,17.0,8.0,103.3,376.0,828.0
stefan-bell_2021/2022,20.0,31.5,301.0,127.0,10.0,49.0,327.0,378.0,1740.0
josko-gvardiol_2021/2022,20.0,34.57,336.0,71.0,4.0,39.0,283.1,560.0,1746.0
jens-petter-hauge_2021/2022,19.0,32.89,114.0,10.0,7.0,13.0,146.3,427.0,1275.0
marvin-friedrich_2021/2022,19.0,32.99,178.0,67.0,4.0,16.0,205.2,228.0,980.0
alexander-hack_2021/2022,19.0,32.98,281.0,91.0,1.0,29.0,235.1,315.0,1156.0
mads-pedersen_2021/2022,19.0,34.5,169.0,8.0,23.0,24.0,176.5,486.0,1297.0
philipp-lienhart_2021/2022,19.0,33.63,217.0,85.0,4.0,14.0,330.8,469.0,1621.0
denis-zakaria_2021/2022,19.0,35.62,167.0,12.0,4.0,18.0,160.4,336.0,888.0
marc-oliver-kempf_2021/2022,18.0,34.32,250.0,88.0,3.0,27.0,210.4,333.0,1017.0
aaron-martin_2021/2022,18.0,31.02,203.0,13.0,60.0,30.0,279.8,551.0,1900.0
florian-kruger_2021/2022,18.0,34.43,88.0,19.0,19.0,8.0,147.1,325.0,1164.0
kevin-schade_2021/2022,18.0,36.3,140.0,38.0,10.0,21.0,106.1,361.0,879.0
konstantinos-stafylidis_2021/2022,18.0,32.74,169.0,33.0,28.0,12.0,157.0,275.0,803.0
benjamin-pavard_2021/2022,18.0,32.24,209.0,59.0,28.0,16.0,255.8,596.0,1737.0
jurgen-locadia_2021/2022,18.0,32.93,59.0,12.0,,9.0,52.2,115.0,346.0
martin-hinteregger_2021/2022,17.0,33.43,277.0,92.0,,26.0,252.7,359.0,1165.0
kevin-behrens_2021/2022,17.0,33.77,97.0,57.0,2.0,12.0,73.5,183.0,587.0
julian-green_2021/2022,17.0,31.64,110.0,5.0,13.0,12.0,134.8,188.0,886.0
dickson-abiama_2021/2022,17.0,34.45,90.0,18.0,4.0,17.0,104.9,297.0,862.0
arne-maier_2021/2022,17.0,33.56,167.0,18.0,15.0,11.0,244.9,505.0,1820.0
jacob-bruun-larsen_2021/2022,17.0,34.88,58.0,8.0,8.0,4.0,104.4,307.0,775.0
jonas-hector_2021/2022,17.0,32.26,342.0,67.0,57.0,26.0,307.1,647.0,2253.0
corentin-tolisso_2021/2022,17.0,33.01,80.0,19.0,4.0,13.0,92.2,164.0,684.0
dominik-kohr_2021/2022,17.0,34.61,198.0,35.0,2.0,45.0,192.2,275.0,918.0
jeremy-dudziak_2021/2022,17.0,32.67,133.0,9.0,9.0,10.0,143.6,354.0,1141.0
eric-maxim-choupo-moting_2021/2022,16.0,31.3,74.0,15.0,3.0,8.0,46.4,109.0,296.0
niklas-sule_2021/2022,16.0,33.66,163.0,51.0,6.0,10.0,216.1,349.0,1094.0
maximilian-philipp_2021/2022,16.0,33.5,96.0,7.0,9.0,10.0,116.4,221.0,693.0
maxence-lacroix_2021/2022,16.0,35.51,358.0,95.0,4.0,35.0,273.8,617.0,1668.0
konrad-laimer_2021/2022,16.0,34.63,177.0,17.0,12.0,37.0,154.3,381.0,967.0
manuel-prietl_2021/2022,16.0,32.81,246.0,37.0,5.0,40.0,286.5,350.0,1402.0
louis-schaub_2021/2022,16.0,31.59,108.0,7.0,21.0,7.0,98.4,306.0,852.0
kevin-stoger_2021/2022,16.0,31.13,59.0,1.0,10.0,8.0,62.3,132.0,492.0
thomas-meunier_2021/2022,16.0,33.96,129.0,26.0,41.0,26.0,186.2,556.0,1399.0
orel-mangala_2021/2022,16.0,31.55,218.0,15.0,6.0,24.0,222.5,381.0,1521.0
nico-elvedi_2021/2022,15.0,33.56,250.0,95.0,,20.0,258.1,389.0,1244.0
djibril-sow_2021/2022,15.0,34.01,252.0,31.0,4.0,37.0,321.6,412.0,1920.0
jonathan-tah_2021/2022,15.0,33.41,295.0,125.0,2.0,19.0,327.3,444.0,1651.0
julian-ryerson_2021/2022,15.0,33.04,146.0,23.0,36.0,10.0,194.4,303.0,1227.0
paul-seguin_2021/2022,15.0,31.04,240.0,35.0,19.0,40.0,273.3,438.0,1811.0
jeffrey-gouweleeuw_2021/2022,15.0,33.26,229.0,58.0,5.0,30.0,278.4,340.0,1273.0
diadie-samassekou_2021/2022,15.0,30.63,193.0,33.0,3.0,31.0,204.7,232.0,1319.0
stefan-posch_2021/2022,15.0,34.36,232.0,60.0,12.0,32.0,269.5,428.0,1618.0
jan-thielmann_2021/2022,15.0,34.36,130.0,17.0,40.0,11.0,152.4,503.0,1217.0
luca-waldschmidt_2021/2022,15.0,31.41,63.0,6.0,4.0,9.0,92.5,171.0,595.0
cedric-itten_2021/2022,15.0,29.89,82.0,34.0,6.0,19.0,79.9,146.0,506.0
patrick-herrmann_2021/2022,14.0,32.98,66.0,4.0,31.0,7.0,103.8,246.0,768.0
luca-netz_2021/2022,14.0,33.89,114.0,11.0,12.0,7.0,170.0,455.0,1301.0
tuta_2021/2022,14.0,33.32,273.0,64.0,2.0,36.0,261.5,493.0,1567.0
jerome-roussillon_2021/2022,14.0,34.74,175.0,21.0,43.0,10.0,204.9,531.0,1355.0
amadou-haidara_2021/2022,14.0,32.75,163.0,24.0,4.0,20.0,170.3,218.0,1043.0
sebastian-rudy_2021/2022,14.0,32.3,86.0,9.0,5.0,11.0,100.3,190.0,657.0
angelo-stiller_2021/2022,14.0,32.78,188.0,35.0,13.0,25.0,218.2,314.0,1382.0
janik-haberer_2021/2022,14.0,32.42,86.0,21.0,1.0,19.0,116.5,223.0,754.0
dennis-geiger_2021/2022,14.0,30.54,135.0,4.0,8.0,35.0,178.8,263.0,1157.0
tanguy-coulibaly_2021/2022,14.0,33.85,134.0,15.0,12.0,23.0,129.2,448.0,1097.0
myziane-maolida_2021/2022,14.0,32.37,76.0,6.0,6.0,10.0,86.7,284.0,643.0
jurgen-ekkelenkamp_2021/2022,14.0,31.03,62.0,11.0,3.0,13.0,95.2,205.0,718.0
ansgar-knauff_2021/2022,13.0,34.79,123.0,12.0,20.0,15.0,112.6,354.0,866.0
danilo-soares_2021/2022,13.0,31.89,412.0,59.0,44.0,36.0,285.5,569.0,1660.0
yannick-gerhardt_2021/2022,13.0,33.18,193.0,30.0,23.0,15.0,196.1,470.0,1577.0
rani-khedira_2021/2022,13.0,32.35,299.0,50.0,18.0,57.0,352.4,489.0,2260.0
angelino_2021/2022,13.0,32.18,201.0,12.0,115.0,15.0,275.0,641.0,1849.0
lukas-kubler_2021/2022,13.0,34.2,242.0,57.0,39.0,24.0,282.8,479.0,1455.0
amos-pieper_2021/2022,13.0,33.14,250.0,88.0,2.0,12.0,288.7,456.0,1514.0
bryan-lasme_2021/2022,13.0,36.08,118.0,42.0,11.0,13.0,103.4,336.0,796.0
timothy-chandler_2021/2022,13.0,31.75,87.0,16.0,28.0,14.0,144.4,328.0,989.0
reece-oxford_2021/2022,13.0,33.07,303.0,121.0,1.0,26.0,309.8,512.0,1752.0
benjamin-henrichs_2021/2022,13.0,32.95,128.0,7.0,21.0,11.0,132.4,321.0,886.0
nils-petersen_2021/2022,13.0,30.61,63.0,28.0,2.0,2.0,80.8,140.0,519.0
danny-blum_2021/2022,13.0,32.18,31.0,12.0,15.0,3.0,42.4,114.0,322.0
manuel-akanji_2021/2022,12.0,34.38,237.0,65.0,3.0,19.0,243.4,365.0,1259.0
giovanni-reyna_2021/2022,12.0,33.88,66.0,5.0,3.0,7.0,56.1,88.0,349.0
xaver-schlager_2021/2022,12.0,32.12,159.0,15.0,4.0,22.0,125.8,205.0,816.0
sebastiaan-bornauw_2021/2022,12.0,34.41,224.0,89.0,,23.0,207.2,359.0,1000.0
hamadi-al-ghaddioui_2021/2022,12.0,31.45,51.0,16.0,2.0,11.0,59.2,133.0,396.0
hiroki-ito_2021/2022,12.0,34.73,213.0,60.0,6.0,20.0,260.2,463.0,1347.0
moussa-niakhate_2021/2022,12.0,34.93,286.0,74.0,14.0,28.0,288.3,494.0,1539.0
niklas-dorsch_2021/2022,12.0,33.09,309.0,24.0,,53.0,277.4,377.0,1535.0
iago_2021/2022,12.0,35.35,230.0,30.0,74.0,18.0,278.6,889.0,2161.0
kevin-akpoguma_2021/2022,12.0,33.8,214.0,24.0,21.0,24.0,184.0,450.0,1292.0
benno-schmitz_2021/2022,12.0,32.07,252.0,39.0,85.0,27.0,296.3,455.0,1656.0
santiago-ascacibar_2021/2022,12.0,32.51,288.0,38.0,2.0,33.0,322.4,438.0,2096.0
mats-hummels_2021/2022,12.0,31.32,216.0,90.0,1.0,15.0,201.6,289.0,1011.0
robert-skov_2021/2022,12.0,34.34,34.0,4.0,7.0,6.0,46.2,131.0,328.0
jetro-willems_2021/2022,12.0,32.07,154.0,23.0,16.0,12.0,177.8,287.0,975.0
pavel-kaderabek_2021/2022,12.0,33.35,125.0,45.0,43.0,16.0,148.7,331.0,994.0
sebastian-vasiliadis_2021/2022,12.0,32.23,153.0,17.0,4.0,13.0,157.1,214.0,842.0
stefan-lainer_2021/2022,11.0,32.44,123.0,19.0,27.0,8.0,179.6,515.0,1307.0
ragnar-ache_2021/2022,11.0,34.25,54.0,21.0,4.0,4.0,38.7,111.0,282.0
simon-zoller_2021/2022,11.0,32.36,27.0,6.0,9.0,11.0,73.5,198.0,527.0
renato-steffen_2021/2022,11.0,34.61,97.0,14.0,24.0,18.0,115.6,265.0,844.0
charles-aranguiz_2021/2022,11.0,29.83,179.0,14.0,3.0,25.0,206.8,339.0,1659.0
timo-baumgartl_2021/2022,11.0,32.77,251.0,79.0,10.0,27.0,264.1,356.0,1289.0
mohamed-simakan_2021/2022,11.0,33.17,261.0,81.0,5.0,25.0,222.4,442.0,1221.0
sam-lammers_2021/2022,11.0,33.04,57.0,21.0,,7.0,70.9,148.0,475.0
krzysztof-piatek_2021/2022,11.0,32.65,38.0,13.0,3.0,9.0,44.9,98.0,317.0
sardar-azmoun_2021/2022,11.0,33.66,40.0,12.0,1.0,9.0,43.3,120.0,309.0
dayot-upamecano_2021/2022,10.0,35.67,292.0,76.0,1.0,26.0,271.8,516.0,1516.0
armel-bella-kotchap_2021/2022,10.0,34.71,177.0,50.0,1.0,25.0,195.3,365.0,1106.0
john-anthony-brooks_2021/2022,10.0,32.24,244.0,84.0,3.0,10.0,276.9,370.0,1367.0
mitchel-bakker_2021/2022,10.0,35.58,204.0,17.0,28.0,14.0,215.1,519.0,1308.0
jeremie-frimpong_2021/2022,10.0,36.07,268.0,24.0,44.0,16.0,225.8,760.0,1717.0
erik-thommy_2021/2022,10.0,34.44,27.0,,14.0,2.0,39.7,115.0,341.0
marco-meyerhofer_2021/2022,10.0,31.86,233.0,33.0,40.0,18.0,277.9,602.0,1808.0
carlos-gruezo_2021/2022,10.0,31.52,73.0,12.0,3.0,27.0,112.8,178.0,688.0
yannik-keitel_2021/2022,10.0,32.56,64.0,13.0,,13.0,61.5,95.0,345.0
cedric-brunner_2021/2022,10.0,33.12,255.0,57.0,39.0,34.0,271.5,535.0,1740.0
fabian-kunze_2021/2022,10.0,30.4,181.0,51.0,6.0,35.0,161.6,219.0,885.0
timo-hubers_2021/2022,10.0,34.41,242.0,73.0,,23.0,199.9,319.0,1046.0
peter-pekarik_2021/2022,10.0,32.92,182.0,31.0,53.0,23.0,282.8,642.0,1797.0
niklas-stark_2021/2022,10.0,33.67,217.0,76.0,,19.0,239.1,471.0,1374.0
emre-can_2021/2022,10.0,35.96,234.0,46.0,2.0,31.0,198.8,364.0,1050.0
jeremiah-st-juste_2021/2022,10.0,36.63,85.0,31.0,4.0,12.0,66.9,93.0,285.0
max-christiansen_2021/2022,10.0,32.85,247.0,62.0,3.0,20.0,275.5,471.0,1964.0
chris-richards_2021/2022,9.0,34.09,185.0,72.0,,7.0,160.1,277.0,851.0
exequiel-palacios_2021/2022,9.0,32.11,127.0,8.0,3.0,11.0,147.0,285.0,1061.0
mateo-klimowicz_2021/2022,9.0,34.22,65.0,2.0,3.0,9.0,82.0,168.0,589.0
kevin-prince-boateng_2021/2022,9.0,31.06,96.0,32.0,,21.0,82.9,81.0,404.0
adam-szalai_2021/2022,9.0,30.15,49.0,11.0,2.0,8.0,34.6,68.0,245.0
kevin-mohwald_2021/2022,9.0,30.29,32.0,5.0,5.0,5.0,52.4,121.0,397.0
sven-michel_2021/2022,9.0,31.94,66.0,14.0,7.0,13.0,46.7,122.0,380.0
axel-witsel_2021/2022,8.0,30.07,204.0,41.0,,25.0,235.2,200.0,1152.0
youssoufa-moukoko_2021/2022,8.0,33.48,25.0,,,6.0,32.4,107.0,258.0
nadiem-amiri_2021/2022,8.0,30.93,44.0,2.0,2.0,2.0,48.2,121.0,324.0
robin-knoche_2021/2022,8.0,32.02,287.0,81.0,,24.0,346.9,347.0,1500.0
sebastian-griesbeck_2021/2022,8.0,34.13,261.0,89.0,1.0,33.0,274.6,532.0,1691.0
pascal-stenzel_2021/2022,8.0,31.02,90.0,17.0,8.0,13.0,108.3,180.0,646.0
atakan-karazor_2021/2022,8.0,32.7,264.0,68.0,2.0,38.0,244.4,351.0,1385.0
maximilian-mittelstadt_2021/2022,8.0,33.38,241.0,31.0,40.0,18.0,184.8,470.0,1280.0
anderson-lucoqui_2021/2022,8.0,32.48,86.0,6.0,9.0,16.0,88.4,156.0,563.0
piero-hincapie_2021/2022,8.0,34.53,234.0,61.0,10.0,23.0,210.4,443.0,1294.0
florian-grillitsch_2021/2022,8.0,33.02,165.0,35.0,7.0,13.0,180.3,288.0,936.0
felix-nmecha_2021/2022,8.0,32.6,55.0,13.0,3.0,7.0,43.3,116.0,352.0
benjamin-hubner_2021/2022,8.0,29.12,46.0,16.0,,9.0,43.7,51.0,183.0
gonzalo-castro_2021/2022,8.0,30.96,31.0,4.0,4.0,7.0,58.0,90.0,365.0
ricardo-pepi_2021/2022,8.0,33.38,42.0,9.0,1.0,1.0,62.1,209.0,523.0
jessic-ngankam_2021/2022,8.0,33.5,33.0,8.0,1.0,12.0,39.2,69.0,236.0
tanguy-nianzou_2021/2022,7.0,32.85,76.0,22.0,1.0,13.0,70.5,97.0,352.0
laszlo-benes_2021/2022,7.0,31.7,31.0,5.0,2.0,1.0,34.8,72.0,254.0
josuha-guilavogui_2021/2022,7.0,32.65,143.0,49.0,,20.0,107.1,178.0,607.0
levin-oztunali_2021/2022,7.0,33.37,76.0,11.0,10.0,15.0,85.9,207.0,653.0
kevin-kampl_2021/2022,7.0,32.2,171.0,10.0,4.0,33.0,240.5,320.0,1442.0
lukas-klostermann_2021/2022,7.0,35.97,141.0,34.0,3.0,9.0,195.2,339.0,1078.0
noah-sarenren-bazee_2021/2022,7.0,35.9,45.0,10.0,7.0,5.0,36.1,134.0,306.0
joakim-nilsson_2021/2022,7.0,32.41,286.0,121.0,,32.0,318.4,483.0,1643.0
